folder	A2	B2	Z	o	h2	cf	cm	dsm	df	dm	alpha	recomb	recomb	a	b	v	gen	printgen	range1	range2	inc1	inc2	run	perturb	pertamt	pertgen	Zoff	dA2	sfert
2001101	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	2001101						
2001110	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	2001110						
2001111	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	2001111						
2010000	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	2010000						
2010001	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	2010001						
2010010	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	2010010						
2010011	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	2010011						
2010100	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	2010100						
2010101	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	2010101						
2010110	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	2010110						
2010111	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	2010111						
2011000	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	2011000						
2011001	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	2011001						
2011010	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	2011010						
2011011	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	2011011						
2011100	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	2011100						
2011101	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	2011101						
2011110	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	2011110						
2011111	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	2011111						
2100000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2100000						
2100001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2100001						
2100010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2100010						
2100011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2100011						
2100100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2100100						
2100101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2100101						
2100110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2100110						
2100111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2100111						
2101000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2101000						
2101001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2101001						
2101010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2101010						
2101011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2101011						
2101100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2101100						
2101101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2101101						
2101110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2101110						
2101111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2101111						
2110000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2110000						
2110001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2110001						
2110010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2110010						
2110011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2110011						
2110100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2110100						
2110101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2110101						
2110110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2110110						
2110111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2110111						
2111000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2111000						
2111001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2111001						
2111010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2111010						
2111011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2111011						
2111100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2111100						
2111101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2111101						
2111110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2111110						
2111111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2111111						
2200000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2200000						
2200001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2200001						
2200010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2200010						
2200011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2200011						
2200100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2200100						
2200101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2200101						
2200110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2200110						
2200111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2200111						
2201000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2201000						
2201001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2201001						
2201010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2201010						
2201011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2201011						
2201100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2201100						
2201101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2201101						
2201110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2201110						
2201111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2201111						
2210000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2210000						
2210001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2210001						
2210010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2210010						
2210011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2210011						
2210100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2210100						
2210101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2210101						
2210110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2210110						
2210111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2210111						
2211000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2211000						
2211001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2211001						
2211010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2211010						
2211011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2211011						
2211100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2211100						
2211101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2211101						
2211110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2211110						
2211111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2211111						
2300000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2300000						
2300001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2300001						
2300010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2300010						
2300011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2300011						
2300100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2300100						
2300101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2300101						
2300110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2300110						
2300111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2300111						
2301000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2301000						
2301001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2301001						
2301010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2301010						
2301011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2301011						
2301100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2301100						
2301101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2301101						
2301110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2301110						
2301111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2301111						
2310000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2310000						
2310001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2310001						
2310010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2310010						
2310011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2310011						
2310100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2310100						
2310101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2310101						
2310110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2310110						
2310111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2310111						
2311000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2311000						
2311001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2311001						
2311010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2311010						
2311011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2311011						
2311100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	2311100						
2311101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	2311101						
2311110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	2311110						
2311111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	2311111						
12000000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	3000000						
12100000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	3300000						
12300000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	3300000						
12500000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	3000000						
22000000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	3000000						
22100000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	3300000						
22300000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	3300000						
22500000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	3000000						
31000000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31000000						
31000001	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31000001						
31000010	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31000010						
31000011	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	31000011						
31000100	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31000100						
31000101	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31000101						
31000110	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31000110						
31000111	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	31000111						
31001000	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31001000						
31001001	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31001001						
31001010	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31001010						
31001011	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	31001011						
31001100	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31001100						
31001101	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31001101						
31001110	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31001110						
31001111	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	31001111						
31010000	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31010000						
31010001	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31010001						
31010010	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31010010						
31010011	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	31010011						
31010100	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31010100						
31010101	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31010101						
31010110	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31010110						
31010111	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	31010111						
31011000	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	31011000						
31011001	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	31011001						
31011010	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	31011010						
